"","Length","Symbol"
"633740",343,"Trav5-1"
"667449",338,"Trav6-1"
"671652",337,"Trav7-1"
"436539",341,"Trav6-2"
"100042410",337,"Trav7d-2"
"627394",338,"Trav6d-3"
"100042419",335,"Trav7d-3"
"277146",340,"Trav6d-4"
"382180",341,"Trav7d-4"
"667476",337,"Trav8d-1"
"671927",336,"Trav9d-1"
"667481",338,"Trav6d-5"
"100101486",332,"Trav10d"
"100042444",348,"Trav6d-6"
"640196",343,"Trav11d"
"627273",329,"Trav7d-5"
"100043177",341,"Trav12d-1"
"640931",323,"Trav13d-1"
"630415",364,"Trav14d-1"
"436468",349,"Trav15d-1-dv6d-1"
"100042470",338,"Trav3d-2"
"328482",340,"Trav9d-2"
"100042479",328,"Trav4d-3"
"100043197",338,"Trav12d-2"
"100038850",338,"Trav9d-3"
"667542",342,"Trav12d-3"
"667547",331,"Trav13d-2"
"100043214",364,"Trav14d-2"
"100101491",342,"Trav15d-2-dv6d-2"
"100043202",343,"Trav3d-3"
"667574",220,"Trav9d-4"
"195296",329,"Trav4d-4"
"667583",346,"Trav5d-4"
"385047",335,"Trav6d-7"
"320734",334,"Trav7d-6"
"667596",337,"Trav13d-3"
"667604",337,"Trav8d-2"
"547329",326,"Trav16d-dv11"
"639655",338,"Trav13d-4"
"634322",361,"Trav14d-3-dv8"
"636127",340,"Trav7n-4"
"279872",339,"Trav9n-1"
"100126451",336,"Trav6n-5"
"667626",333,"Trav10n"
"620297",341,"Trav6n-6"
"100042560",343,"Trav11n"
"667635",329,"Trav7n-5"
"100043218",341,"Trav12n-1"
"100042568",331,"Trav13n-1"
"100043204",364,"Trav14n-1"
"100126452",352,"Trav15n-1"
"100042574",334,"Trav3n-2"
"667660",330,"Trav9n-2"
"100042579",331,"Trav4n-3"
"100126454",277,"Trav5n-2"
"100043270",344,"Trav12n-2"
"100043274",340,"Trav9n-3"
"667681",347,"Trav12n-3"
"100042593",331,"Trav13n-2"
"193574",364,"Trav14n-2"
"547424",352,"Trav15n-2"
"100043282",343,"Trav3n-3"
"279882",340,"Trav9n-4"
"100042607",331,"Trav4n-4"
"100042614",347,"Trav5n-4"
"100126456",368,"Trav6n-7"
"100126457",341,"Trav7n-6"
"547328",337,"Trav13n-3"
"100126458",337,"Trav8n-2"
"100126459",350,"Trav16n"
"100126460",331,"Trav13n-4"
"100043308",361,"Trav14n-3"
"634132",332,"Trav7-2"
"100126462",334,"Trav4-2"
"328483",338,"Trav6-3"
"547420",337,"Trav7-3"
"100126463",339,"Trav6-4"
"386450",341,"Trav7-4"
"674098",307,"Trav8-1"
"627324",337,"Trav9-1"
"100126464",338,"Trav6-5"
"667765",333,"Trav10"
"100126465",344,"Trav6-6"
"100126466",343,"Trav11"
"630061",329,"Trav7-5"
"630086",341,"Trav12-1"
"100126469",331,"Trav13-1"
"436467",364,"Trav14-1"
"386446",352,"Trav15-1-dv6-1"
"436479",330,"Trav9-2"
"100126471",328,"Trav4-3"
"100043322",344,"Trav12-2"
"654836",347,"Trav12-3"
"638566",331,"Trav13-2"
"667567",451,"Trav14-2"
"436545",349,"Trav15-2-dv6-2"
"320898",343,"Trav3-3"
"630461",338,"Trav9-4"
"100113414",331,"Trav4-4-dv10"
"21507",347,"Trav5-4"
"100113413",368,"Trav6-7-dv9"
"213480",341,"Trav7-6"
"432910",336,"Trav13-3"
"193587",337,"Trav8-2"
"195297",350,"Trav16"
"100113412",331,"Trav13-4-dv7"
"547330",361,"Trav14-3"
"211027",343,"Trav3-4"
"219060",328,"Trav13-5"
"627777",341,"Trav17"
"547427",328,"Trav18"
"547428",341,"Trav19"
"100101940",332,"Trav21-dv12"
"627813",337,"Trdv1"
"100101942",348,"Trdv2-1"
"320913",348,"Trdv2-2"
"100114901",345,"Trdv4"
"100114902",9,"Trdd1"
"100114904",16,"Trdd2"
"100115376",51,"Trdj1"
"100118398",59,"Trdj2"
"100123473",1105,"Trdc"
"626545",349,"Trdv5"
"100124293",62,"Traj59"
"100124294",63,"Traj58"
"100124295",63,"Traj57"
"100124296",63,"Traj56"
"100124335",66,"Traj53"
"100124336",66,"Traj52"
"100124338",63,"Traj50"
"100124339",59,"Traj49"
"100124340",61,"Traj48"
"100124341",55,"Traj47"
"100124342",61,"Traj46"
"100124343",60,"Traj45"
"100124344",61,"Traj44"
"100124345",57,"Traj43"
"100124346",64,"Traj42"
"100124347",55,"Traj41"
"100124348",61,"Traj40"
"100124349",63,"Traj39"
"100124351",62,"Traj38"
"100124352",60,"Traj37"
"100124354",65,"Traj35"
"100124355",58,"Traj34"
"100124356",57,"Traj33"
"100124357",66,"Traj32"
"100124358",57,"Traj31"
"100124359",59,"Traj30"
"100124360",60,"Traj29"
"100124361",65,"Traj28"
"100124362",59,"Traj27"
"100124363",60,"Traj26"
"100124364",57,"Traj25"
"100124365",56,"Traj24"
"100124366",60,"Traj23"
"100124367",60,"Traj22"
"100124368",57,"Traj21"
"100124369",58,"Traj20"
"100124370",61,"Traj19"
"100124371",66,"Traj18"
"100124372",63,"Traj17"
"100124387",61,"Traj16"
"100124388",60,"Traj15"
"100124390",57,"Traj13"
"100124391",59,"Traj12"
"100124392",59,"Traj11"
"100124393",58,"Traj9"
"100124396",59,"Traj7"
"100124397",62,"Traj6"
"654839",62,"Traj5"
"100124398",63,"Traj4"
"100124399",66,"Traj3"
"654838",66,"Traj2"
"100101484",927,"Trac"
"13135",3735,"Dad1"
"105501",2749,"Abhd4"
"18348",1030,"Or6e1"
"69089",2534,"Oxa1l"
"20540",2506,"Slc7a7"
"68836",412,"Mrpl52"
"17387",2597,"Mmp14"
"65107",3013,"Lrp10"
"140743",1887,"Rem2"
"27374",2641,"Prmt5"
"219072",1587,"Haus4"
"16475",3503,"Ajuba"
"74359",2585,"4931414P19Rik"
"19173",871,"Psmb5"
"751525",109,"Mir686"
"73902",4247,"Psmb11"
"239096",2728,"Cdh24"
"56215",4967,"Acin1"
"75913",1461,"4930579G18Rik"
"58248",1889,"1700123O20Rik"
"110794",1238,"Cebpe"
"50934",4034,"Slc7a8"
"239099",5827,"Homez"
"105651",1852,"Ppp1r3e"
"12050",3461,"Bcl2l2"
"54196",1793,"Pabpn1"
"59049",2294,"Slc22a17"
"13644",3571,"Efs"
"140806",1064,"Il25"
"67272",890,"Cmtm5"
"17888",6079,"Myh6"
"387204",83,"Mir208a"
"791403",828,"Mhrt"
"140781",6054,"Myh7"
"100124433",77,"Mir208b"
"68966",1201,"Ngdn"
"239102",8725,"Zfhx2"
"432855",2487,"Zfhx2os"
"105663",2839,"Thtpa"
"11766",2673,"Ap1g2"
"319984",4489,"Jph4"
"71412",1273,"Dhrs2"
"667952",531,"Gm8894"
"28200",1658,"Dhrs4"
"268747",4598,"Carmil3"
"12891",2289,"Cpne6"
"18185",2468,"Nrl"
"100038376",4874,"Gm10876"
"74551",3400,"Pck2"
"28199",2703,"Dcaf11"
"68680",912,"Fitm1"
"19186",977,"Psme1"
"85308",805,"Emc9"
"19188",977,"Psme2"
"268749",3381,"Rnf31"
"16391",2688,"Irf9"
"56739",2055,"Rec8"
"75751",3611,"Ipo4"
"74140",2516,"Tm9sf1"
"100861981",382,NA
"71099",1420,"Tssk4"
"67881",1802,"Mdp1"
"18002",602,"Nedd8"
"105446",1544,"Gmpr2"
"28113",1739,"Tinf2"
"21816",3006,"Tgm1"
"56187",2547,"Rabggta"
"52585",1471,"Dhrs1"
"67842",3828,"Nop9"
"12684",1176,"Cideb"
"57260",1439,"Ltb4r2"
"16995",1392,"Ltb4r1"
"104110",3395,"Adcy4"
"56532",1965,"Ripk3"
"73181",4019,"Nfatc4"
"277154",7413,"Nynrin"
"56410",4723,"Cbln3"
"219094",3876,"Khnyn"
"654795",1227,"Sdr39u1"
"17228",1076,"Cma1"
"17223",793,"Mcpt-ps1"
"545055",947,"Cma2"
"545056",1189,"Gm5801"
"17224",1028,"Mcpt1"
"17232",2000,"Mcpt9"
"17225",971,"Mcpt2"
"17227",990,"Mcpt4"
"17231",839,"Mcpt8"
"13035",1002,"Ctsg"
"14942",923,"Gzme"
"14941",937,"Gzmd"
"14944",910,"Gzmg"
"245839",954,"Gzmn"
"14943",909,"Gzmf"
"14940",934,"Gzmc"
"14939",1418,"Gzmb"
"192113",3951,"Atp12a"
"100038506",2719,"Gm10873"
"30054",5148,"Rnf17"
"219103",4363,"Cpap"
"328417",6391,"Parp4"
"75339",2939,"Mphosph8"
"100503823",2171,"Gm16973"
"66645",2375,"Pspc1"
"219105",5541,"Zmym5"
"100503842",1225,"2410022M11Rik"
"76007",6876,"Zmym2"
"432860",2385,"B020004C17Rik"
"14611",1411,"Gja3"
"14619",2404,"Gjb2"
"14623",2476,"Gjb6"
"68631",1410,"Cryl1"
"668090",392,"Gm8971"
"21821",3079,"Ift88"
"239114",1222,"Il17d"
"68043",836,"Eef1akmt1"
"67518",532,"1700039M10Rik"
"57258",3456,"Xpo4"
"100862055",503,NA
"50523",5554,"Lats2"
"20220",3458,"Sap18"
"100526476",64,"Mir3077"
"219114",2260,"Ska3"
"67840",2321,"Mrpl57"
"75965",5173,"Zdhhc20"
"68514",2310,"Micu2"
"14180",4139,"Fgf9"
"67932",1067,"1700129C05Rik"
"380907",626,"Gm5142"
"71330",3903,"Rcbtb1"
"628693",898,"Phf11"
"219131",1354,"Phf11a"
"236451",1163,"Phf11b"
"219132",2686,"Phf11d"
"628705",1590,"Phf11c"
"239122",3034,"Setdb2"
"69008",3037,"Cab39l"
"71891",4128,"Cdadc1"
"219134",3146,"Shisa2"
"50769",3685,"Atp8a2"
"71844",2394,"Nup58"
"751526",110,"Mir719"
"219135",3837,"Mtmr6"
"72125",2718,"Amer2"
"100862065",1269,NA
"219140",7517,"Spata13"
"239126",1903,"C1qtnf9"
"100504019",351,"C1qtnf9bos"
"70478",3582,"Mipep"
"29820",4777,"Tnfrsf19"
"50720",3343,"Sacs"
"24053",3515,"Sgcg"
"100046950",1052,"Gm17778"
"67355",798,"1700109G14Rik"
"219144",1482,"Arl11"
"68177",2077,"Ebpl"
"16648",4167,"Kpna3"
"75349",677,"4930556J02Rik"
"66674",1690,"Spryd7"
"66597",1699,"Trim13"
"668253",1694,"Dleu2"
"328424",1832,"Kcnrg"
"100504051",1237,NA
"387134",93,"Mir16-1"
"387174",84,"Mir15a"
"100316771",119,NA
"239133",1332,"Dleu7"
"67153",1457,"Rnaseh2b"
"239134",2717,"Gucy1b2"
"545062",725,NA
"629059",3557,"Fam124a"
"319433",1402,"Serpine3"
"18130",4998,"Ints6"
"71000",891,"4931440J10Rik"
"268752",2011,"Wdfy2"
"432867",445,"Defb48"
"654465",359,"Defb47"
"654458",408,"Defb43"
"73670",1002,"Defb30"
"619548",614,"Defb42"
"72609",1746,"2700070H01Rik"
"13030",4743,"Ctsb"
"14137",2863,"Fdft1"
"382913",1914,"Neil2"
"14463",3393,"Gata4"
"12143",2475,"Blk"
"219148",4235,"Fam167a"
"58865",1881,"Tdh"
"210376",2408,"Mtmr9"
"219149",2538,"Xkr6"
"100124452",79,"Mir598"
"72400",1351,"Pinx1"
"20680",3266,"Sox7"
"67750",1033,"4930578I06Rik"
"271209",6759,"Rp1l1"
"71037",1015,"Prss55"
"100504162",959,"Prss51"
"78176",865,"4930471C04Rik"
"73382",1023,"Prss52"
"110265",1937,"Msra"
"78271",3011,"5330427O13Rik"
"268755",4039,"Mir124a-1hg"
"387233",85,"Mir124a-1"
"100526520",87,"Mir3078"
"16554",5603,"Kif13b"
"219150",2931,"Hmbox1"
"210925",2709,"Ints9"
"54616",5978,"Extl3"
"14365",12742,"Fzd3"
"50759",1229,"Fbxo16"
"380912",4229,"Zfp395"
"18155",2157,"Pnoc"
"74195",3042,"Elp3"
"100503545",2567,"Nuggc"
"71145",5596,"Scara5"
"52033",1646,"Pbk"
"71988",2899,"Esco2"
"67179",2227,"Ccdc25"
"68584",1173,"1110020C17Rik"
"219151",3405,"Scara3"
"100504279",652,NA
"12759",1808,"Clu"
"268756",2265,"Gulo"
"11495",2551,"Adam2"
"13850",2035,"Ephx2"
"110902",3527,"Chrna2"
"19229",4034,"Ptk2b"
"100043676",4552,"Gm4583"
"69303",771,"1700001G11Rik"
"66854",3684,"Trim35"
"56471",1232,"Stmn4"
"100504326",557,NA
"11549",4137,"Adra1a"
"791407",1887,NA
"12934",4432,"Dpysl2"
"432870",2156,"Gm5464"
"239157",4518,"Pnma2"
"12177",3237,"Bnip3l"
"71978",4037,"Ppp2r2a"
"13592",4342,"Ebf2"
"628416",2018,"Gm6878"
"73977",776,"4930438E09Rik"
"100038671",1888,"Gm10860"
"108912",3932,"Cdca2"
"105440",3307,"Kctd9"
"14714",522,"Gnrh1"
"68813",10335,"Dock5"
"18039",2009,"Nefl"
"18040",3230,"Nefm"
"100043072",1851,"A230070E04Rik"
"11500",3469,"Adam7"
"58860",2412,"Adamdec1"
"13522",3863,"Adam28"
"20855",3743,"Stc1"
"73554",569,"1700092C10Rik"
"18092",1156,"Nkx2-6"
"18095",3137,"Nkx3-1"
"67712",4162,"Slc25a37"
"239167",3001,"Synb"
"100504477",521,"Gm16677"
"67464",3084,"Entpd4"
"100504489",1650,NA
"100862072",2421,"Gm21451"
"100862085",633,"Gm16867"
"100504453",4540,"Gm20236"
"100862375",3734,"Entpd4b"
"94352",5180,"Loxl2"
"791405",3827,"Gm10002"
"71843",1725,"R3hcc1"
"105513",2706,"Chmp7"
"21933",3179,"Tnfrsf10b"
"246710",5231,"Rhobtb2"
"73523",1252,"Pebp4"
"13655",1416,"Egr3"
"57784",1727,"Bin3"
"219158",3705,"Ccar2"
"268759",1986,"9930012K11Rik"
"213019",1651,"Pdlim2"
"20410",2914,"Sorbs3"
"19057",1948,"Ppp3cc"
"213053",5208,"Slc39a14"
"57746",4913,"Piwil2"
"67065",2156,"Polr3d"
"723838",82,"Mir320"
"105653",2789,"Phyhip"
"12153",4454,"Bmp1"
"20389",804,"Sftpc"
"213469",3181,"Lgi3"
"72549",1670,"Reep4"
"15460",5482,"Hr"
"213484",3716,"Nudt18"
"239170",4034,"Fhip2b"
"13829",4910,"Dmtn"
"14171",1687,"Fgf17"
"100861616",887,NA
"328440",997,"Npm2"
"65246",15118,"Xpo7"
"13449",1717,"Dok2"
"73648",1357,"2410012E07Rik"
"14586",3462,"Gfra2"
"100043132",677,"Gm4251"
"74667",1548,"4930434J06Rik"
"675947",4074,"Gm9195"
"319448",6136,"Fndc3a"
"668489",1288,"Gm9199"
"70086",1802,"Cysltr2"
"105670",3857,"Rcbtb2"
"19645",4625,"Rb1"
"751541",89,"Mir687"
"67168",2468,"Lpar6"
"16432",1773,"Itm2b"
"100504566",2920,"Gm20290"
"67381",1304,"Med4"
"214254",2592,"Nudt15"
"20916",2108,"Sucla2"
"100503116",767,NA
"74425",1660,"4933402J15Rik"
"15558",2971,"Htr2a"
"13885",1618,"Esd"
"380916",4707,"Lrch1"
"100038618",1669,"Gm10847"
"100043169",1456,"Gm4278"
"271221",2651,"Rubcnl"
"70859",2519,"Lrrc63"
"18826",4337,"Lcp1"
"100043176",932,"Gm15628"
"56373",1477,"Cpb2"
"67302",6151,"Zc3h13"
"380918",905,"Siah3"
"67926",1836,"Cby2"
"75272",869,"Erich6b"
"338337",4222,"Cog3"
"67554",1706,"Slc25a30"
"100043189",1363,"Gm4285"
"22070",894,"Tpt1"
"100038852",313,"Gm1974"
"100303751",112,"Snora31"
"68705",1467,"Gtf2f2"
"668504",1001,"Gm9209"
"67516",3015,"Kctd4"
"67467",5448,"Gpalpp1"
"27275",3974,"Nufip1"
"21807",5160,"Tsc22d1"
"100503222",1966,NA
"75789",1658,"4930444M15Rik"
"72661",1039,"Serp2"
"73272",868,"1700108F19Rik"
"210808",2419,"Lacc1"
"108811",1721,"Ccdc122"
"239188",3555,"Enox1"
"100043755",514,"Gm10132"
"629678",1163,"Gm6994"
"380920",1354,"Gm1587"
"66148",648,"Dnajc15"
"108670",2322,"Epsti1"
"100502638",2210,"Gm19301"
"219170",2238,"Fam216b"
"100316715",106,"Mir1971"
"21943",2235,"Tnfsf11"
"219181",9416,"Akap11"
"380921",4161,"Dgkh"
"219189",7195,"Vwa8"
"105590",2751,"Zfp957"
"100861718",340,NA
"66214",914,"Rgcc"
"66897",3875,"Naa16"
"211253",1862,"Mtrf1"
"211255",4529,"Kbtbd7"
"432879",2982,"Kbtbd6"
"22380",3452,"Wbp4"
"13709",4217,"Elf1"
"67955",1951,"Sugt1"
"16840",1436,"Cnmd"
"73989",1080,"4930452G13Rik"
"791080",98,"Mir759"
"18530",4003,"Pcdh8"
"100038734",3389,"Gm10845"
"380924",1640,"Olfm4"
"219228",9509,"Pcdh17"
"319903",2056,"9630013A20Rik"
"75155",622,"4930529K09Rik"
"56419",3516,"Diaph3"
"219249",6139,"Tdrd3"
"219257",5237,"Pcdh20"
"328451",3224,"Gm5088"
"74967",1479,"4930474H20Rik"
"211712",5525,"Pcdh9"
"100502750",3774,"Gm19351"
"66732",1156,"Ccdc202"
"93688",4048,"Klhl1"
"13134",5225,"Dach1"
"76789",2256,"Mzt1"
"77744",2293,"Bora"
"72662",3722,"Dis3"
"52023",4230,"Pibf1"
"12224",1728,"Klf5"
"546623",297,"Gm5958"
"16597",5742,"Klf12"
"76627",1862,"Prr30"
"210789",6641,"Tbc1d4"
"100502869",2500,"Gm19422"
"66200",875,"Commd6"
"50933",930,"Uchl3"
"380928",6104,"Lmo7"
"239217",6057,"Kctd12"
"100628599",84,"Mir5130"
"71264",1061,"4933432I03Rik"
"16365",2588,"Acod1"
"211286",2447,"Cln5"
"50789",4264,"Fbxl3"
"105689",15233,"Mycbp2"
"64929",3053,"Scel"
"105439",2743,"Slain1"
"70898",3091,"Slain1os"
"13618",4037,"Ednrb"
"73877",3132,"4930432J09Rik"
"320671",4192,"D130079A08Rik"
"18996",3801,"Pou4f1"
"72486",3456,"Obi1"
"320249",2663,"D130009I18Rik"
"100502987",3691,NA
"74213",4105,"Rbm26"
"76273",2432,"Ndfip2"
"71362",1016,"5430440P10Rik"
"74864",602,"4930449E01Rik"
"380930",4956,"9330188P03Rik"
"24064",2087,"Spry2"
"621364",684,"Frg2f4"
"212085",3083,"Trim52"
"73631",742,"1700128A07Rik"
"100043809",684,"Frg2f11"
"668736",684,"Frg2f5"
"668738",684,"Frg2f6"
"668739",684,"Frg2f7"
"621487",684,"Frg2f9"
"668743",684,"Frg2f2"
"100043811",684,"Frg2f12"
"621499",684,"Frg2f10"
"100043814",684,"Frg2f13"
"668742",684,"Frg2f3"
"76965",4252,"Slitrk1"
"239250",4242,"Slitrk6"
"622052",684,"Frg2f8"
"75409",4807,"Slitrk5"
"192885",2729,"BC005512"
"75822",1895,"4930524C18Rik"
"723905",84,"Mir17"
"387135",96,"Mir18"
"723891",82,"Mir19a"
"387139",107,"Mir20a"
"751527",87,"Mir19b-1"
"75957",2339,"Mir17hg"
"751549",80,"Mir92-1"
"103978",2885,"Gpc5"
"75088",561,"4930505G20Rik"
"23888",6762,"Gpc6"
"100503703",2730,"Gm19845"
"13190",2263,"Dct"
"76355",2265,"Tgds"
"58245",2877,"Gpr180"
"223227",3798,"Sox21"
"668814",622,"Gm9376"
"73306",893,"1700044C05Rik"
"239273",5895,"Abcc4"
"58187",1446,"Cldn10"
"66573",4476,"Dzip1"
"100037258",5190,"Dnajc3"
"66435",6514,"Uggt2"
"50787",1784,"Hs6st3"
"75432",439,"1700006F04Rik"
"239283",3732,"Oxgr1"
"105559",4553,"Mbnl2"
"100503814",770,NA
"76108",4174,"Rap2a"
"100862014",669,NA
"70572",4595,"Ipo5"
"223254",4857,"Farp1"
"320268",5266,"B930095G15Rik"
"223255",2574,"Stk24"
"56643",3123,"Slc15a1"
"105445",8881,"Dock9"
"68889",2154,"Ubac2"
"110168",1310,"Gpr18"
"321019",2942,"Gpr183"
"223262",915,"Timm8a2"
"319727",2711,"A330035P11Rik"
"68059",3062,"Tm9sf2"
"69634",1241,"Clybl"
"68245",468,"1700108J01Rik"
"328479",2541,"Gm5089"
"65100",2383,"Zic5"
"69248",1149,"2610035F20Rik"
"22772",2967,"Zic2"
"100038380",1593,"Gm10837"
"110821",2603,"Pcca"
"223267",1079,"Ggact"
"654799",3595,NA
"70551",3390,"Tmtc4"
"380934",2281,"AA536875"
"338370",7115,"Nalcn"
"223272",2357,"Itgbl1"
"14169",3442,"Fgf14"
"69393",423,"1700024B18Rik"
"20363",2216,"Selenop"
"100039139",798,"Ccdc152"
"14600",4425,"Ghr"
"106052",3446,"Fbxo4"
"106064",5084,"Rimoc1"
"328489",3526,"Gm2093"
"414066",4622,"Oxct1as"
"67041",3482,"Oxct1"
"100862317",649,NA
"239318",1896,"Plcxd3"
"12274",2841,"C6"
"223825",5232,"Mroh2b"
"109828",2709,"C7"
"239319",4531,"Card6"
"67281",867,"Rpl37"
"100302529",60,"Snord72"
"105787",4655,"Prkaa1"
"67515",1832,"Ttc33"
"19219",2966,"Ptger4"
"71432",1166,"5430437J10Rik"
"13132",4631,"Dab2"
"12279",1767,"C9"
"23880",2677,"Fyb1"
"78757",9314,"Rictor"
"18414",4835,"Osmr"
"16880",10333,"Lifr"
"268780",4778,"Egflam"
"14573",3509,"Gdnf"
"545085",2151,"Wdr70"
"665556",741,NA
"170762",6404,"Nup155"
"73692",10469,"Cplane1"
"71175",8965,"Nipbl"
"20512",4206,"Slc1a3"
"223332",3961,"Ranbp3l"
"68646",3732,"Nadk2"
"27401",6197,"Skp2"
"320506",3046,"Lmbrd2"
"100505224",608,NA
"105887",2250,"Ugt3a2"
"223337",2196,"Ugt3a1"
"75568",946,"Capsl"
"16197",3210,"Il7r"
"320277",2995,"Spef2"
"19116",13415,"Prlr"
"268782",1825,"Agxt2"
"78244",2053,"Dnajc21"
"67832",2654,"Brix1"
"19355",1500,"Rad1"
"100862295",541,NA
"75777",1931,"Ttc23l"
"75646",5009,"Rai14"
"100038608",3468,"Gm10389"
"75259",4350,"4930556M19Rik"
"100502601",870,"Gm19276"
"81799",2569,"C1qtnf3"
"17117",2575,"Amacr"
"22293",2983,"Slc45a2"
"239336",4252,"Rxfp3"
"239337",6234,"Adamts12"
"110960",2636,"Tars1"
"18162",6927,"Npr3"
"381002",757,"Gm5144"
"73339",840,"1700047G03Rik"
"20024",3321,"Sub1"
"22763",4596,"Zfr"
"100316684",83,"Mir1898"
"100040052",321,"Gm2573"
"268783",4518,"Mtmr12"
"66629",2608,"Golph3"
"68070",13413,"Pdzd2"
"100862396",1265,NA
"669751",207,"Gm17756"
"77877",5474,"6030458C11Rik"
"14000",4571,"Drosha"
"12563",2632,"Cdh6"
"12565",2903,"Cdh9"
"70886",2309,"4921515E04Rik"
"320873",3405,"Cdh10"
"64833",1537,"Acot10"
"215654",5639,"Cdh12"
"545091",1165,"Hnrnpa1l2-ps2"
"320865",2744,"Cdh18"
"100040529",2057,"Gm2824"
"223413",1941,"9230109A22Rik"
"100862086",485,NA
"70350",1855,"Basp1"
"432939",2882,"Gm5468"
"17909",8098,"Myo10"
"66270",3346,"Retreg1"
"52521",2803,"Zfp622"
"211147",1547,"Marchf11"
"448987",4616,"Fbxl7"
"622531",2490,NA
"100038662",1406,"D130046C19Rik"
"11732",3498,"Ank"
"223431",1897,"Tiaf2"
"791293",3127,"Gm9948"
"432940",1491,"Otulin"
"223433",3068,"Otulinl"
"223435",11497,"Trio"
"328516",3433,"Gm20555"
"110082",15616,"Dnah5"
"100628607",74,"Mir3964"
"18163",5947,"Ctnnd2"
"73784",804,"4930430F21Rik"
"223453",1481,"Dap"
"67434",8600,"Ankrd33b"
"252967",910,"Ropn1l"
"223455",6236,"Marchf6"
"69574",1041,"Cmbl"
"12465",1769,"Cct5"
"68073",1166,"Atpsckmt"
"57254",1006,"Tas2r119"
"100616095",1483,"Snhg18"
"66835",88,"Snord123"
"20356",10809,"Sema5a"
"15529",3313,"Sdc2"
"54381",2013,"Cpq"
"73486",731,"1700084J12Rik"
"75880",1006,"4930592A05Rik"
"239364",4009,"Tspyl5"
"67154",3680,"Mtdh"
"100503407",1497,NA
"114128",1897,"Laptm4b"
"17181",3520,"Matn2"
"77358",572,"9430069I07Rik"
"19946",629,"Rpl30"
"239368",2376,"Erich5"
"15473",994,"Rida"
"67724",3393,"Pop1"
"223473",3825,"Nipal2"
"71637",1096,"4930413F20Rik"
"16539",4360,"Kcns2"
"56274",2911,"Stk3"
"107587",1710,"Osr2"
"100126269",731,"BC048602"
"666173",13371,"Vps13b"
"100316736",88,"Mir599"
"100124469",78,"Mir875"
"12864",503,"Cox6c"
"626596",4008,"Rgs22"
"78803",4035,"Fbxo43"
"17749",619,"Polr2k"
"26942",3219,"Spag1"
"30945",4276,"Rnf19a"
"68839",2480,"Ankrd46"
"66696",2695,"Snx31"
"18458",2820,"Pabpc1"
"22631",3926,"Ywhaz"
"100505062",1257,NA
"100038735",2047,"Gm10384"
"100862212",488,NA
"68036",4417,"Zfp706"
"100503499",1130,NA
"252973",4947,"Grhl2"
"52589",4051,"Ncald"
"100503538",1826,"Gm15941"
"74892",587,"4930447A16Rik"
"382985",4513,"Rrm2b"
"100041478",522,NA
"70790",9790,"Ubr5"
"100503601",687,NA
"18285",1105,"Odf1"
"21847",3045,"Klf10"
"54375",5028,"Azin1"
"69679",621,"2310043O21Rik"
"66335",2098,"Atp6v1c1"
"118452",2315,"Baalc"
"14368",4140,"Fzd6"
"68588",1164,"Cthrc1"
"69906",2945,"Slc25a32"
"223499",1542,"Dcaf13"
"116838",7940,"Rims2"
"75766",1993,"Dcstamp"
"64705",2884,"Dpys"
"100503072",2594,"Gm16291"
"239393",4064,"Lrp12"
"105976",1868,"AU022793"
"328531",2053,"9330182O14Rik"
"432945",1459,"Gm16294"
"22762",4974,"Zfpm2"
"170719",5074,"Oxr1"
"100503540",2387,"Gm19760"
"223513",1762,"Abra"
"11600",4078,"Angpt1"
"100503767",2214,"Gm17473"
"239405",3340,"Rspo2"
"16341",1541,"Eif3e"
"100038728",668,"Gm10373"
"66736",1245,"Emc2"
"239408",1472,"Tmem74"
"22045",3976,"Trhr"
"67429",3447,"Nudcd1"
"223527",2429,"Eny2"
"192190",12750,"Pkhd1l1"
"55960",1564,"Ebag9"
"319613",3602,"Sybu"
"69659",862,"2310069G16Rik"
"239410",3350,"A930017M01Rik"
"432950",342,"Gm5471"
"67498",4496,"Kcnv1"
"71120",855,"1700022A22Rik"
"74726",1298,"4930523O13Rik"
"75281",1185,"4930548G14Rik"
"239420",13022,"Csmd3"
"83925",10204,"Trps1"
"100316685",90,"Mir1907"
"100502643",1874,"Gm19303"
"68135",1228,"Eif3h"
"78581",2917,"Utp23"
"19357",3605,"Rad21"
"239435",1348,"Aard"
"239436",1906,"Slc30a8"
"100039748",726,"Rpl15-ps6"
"69790",871,"Med30"
"14042",3464,"Ext1"
"100503094",3793,"Gm19551"
"320679",934,"Samd12"
"100628567",75,"Mir28c"
"665097",1222,"Gm7489"
"18383",2818,"Tnfrsf11b"
"383032",405,"Gm5215"
"239447",4587,"Colec10"
"105853",2775,"Mal2"
"18133",2366,"Ccn3"
"18606",3398,"Enpp2"
"100862169",768,NA
"319944",5033,"Taf2"
"72107",1309,"Dscc1"
"100503794",935,"Gm9920"
"97998",3437,"Deptor"
"12818",6448,"Col14a1"
"73334",817,"1700040F17Rik"
"68537",786,"Mrpl13"
"105837",4451,"Mtbp"
"20649",2153,"Sntb1"
"15117",4244,"Has2"
"594843",485,"Has2os"
"210463",2368,"Slc22a22"
"387609",4374,"Zhx2"
"319829",4025,"9330154K18Rik"
"67819",3145,"Derl1"
"100504341",1571,NA
"210544",4206,"Tbc1d31"
"239463",2089,"Fam83a"
"75758",1309,"9130401M01Rik"
"22770",5212,"Zhx1"
"70472",5683,"Atad2"
