"NGenes","Direction","PValue","FDR","Contrast"
32,"Down",0.804475811982923,0.930815630030001,"B.LvsP.BIOCARTA_IL6_PATHWAY"
68,"Down",0.804530832409381,0.930815630030001,"B.LvsP.CERVERA_SDHB_TARGETS_1_DN"
23,"Down",0.804551979727505,0.930815630030001,"B.LvsP.FIGUEROA_AML_METHYLATION_CLUSTER_2_DN"
470,"Down",0.804812563095326,0.930830012647546,"B.LvsP.HOSHIDA_LIVER_CANCER_SUBCLASS_S3"
5,"Down",0.805013458457041,0.930830012647546,"B.LvsP.REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS"
46,"Up",0.805244861858626,0.930830012647546,"B.LvsP.OSADA_ASCL1_TARGETS_DN"
32,"Up",0.805395013975058,0.930830012647546,"B.LvsP.VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN"
336,"Down",0.805406182041211,0.930830012647546,"B.LvsP.IWANAGA_CARCINOGENESIS_BY_KRAS_UP"
18,"Down",0.806083240180665,0.931259131746682,"B.LvsP.REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS"
684,"Up",0.806226669206449,0.931259131746682,"B.LvsP.KIM_WT1_TARGETS_DN"
46,"Down",0.806282775125948,0.931259131746682,"B.LvsP.STAEGE_EWING_FAMILY_TUMOR"
239,"Down",0.806666601536745,0.93139901749863,"B.LvsP.SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5"
4,"Up",0.806763975380697,0.93139901749863,"B.LvsP.IGARASHI_ATF4_TARGETS_UP"
14,"Up",0.806940988881824,0.93139901749863,"B.LvsP.REACTOME_CS_DS_DEGRADATION"
40,"Up",0.807265923772588,0.93139901749863,"B.LvsP.KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM"
43,"Down",0.807400271774216,0.93139901749863,"B.LvsP.DISTECHE_ESCAPED_FROM_X_INACTIVATION"
16,"Down",0.807414630289552,0.93139901749863,"B.LvsP.REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO"
648,"Up",0.807740156256686,0.931549036770787,"B.LvsP.SANSOM_APC_TARGETS_DN"
36,"Up",0.807881647913895,0.931549036770787,"B.LvsP.BIOCARTA_TRKA_PATHWAY"
134,"Up",0.808472835312009,0.931979341520828,"B.LvsP.BASSO_HAIRY_CELL_LEUKEMIA_UP"
302,"Down",0.808697168169955,0.931979341520828,"B.LvsP.XU_GH1_AUTOCRINE_TARGETS_UP"
30,"Down",0.808760513766854,0.931979341520828,"B.LvsP.REACTOME_MRNA_CAPPING"
51,"Up",0.809015688449047,0.93207912928418,"B.LvsP.GROSS_ELK3_TARGETS_DN"
25,"Up",0.809667537554023,0.932634406616246,"B.LvsP.KEGG_RENIN_ANGIOTENSIN_SYSTEM"
23,"Up",0.809835012871151,0.932634406616246,"B.LvsP.REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS"
17,"Down",0.811913414395685,0.934833250352716,"B.LvsP.REACTOME_ERBB2_REGULATES_CELL_MOTILITY"
18,"Down",0.812434470604054,0.935195508359852,"B.LvsP.REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING"
149,"Up",0.812566327032145,0.935195508359852,"B.LvsP.BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN"
6,"Up",0.813371082413395,0.935803849110967,"B.LvsP.REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM"
58,"Down",0.813484966213744,0.935803849110967,"B.LvsP.KEGG_LINOLEIC_ACID_METABOLISM"
115,"Up",0.81363633323083,0.935803849110967,"B.LvsP.DARWICHE_PAPILLOMA_PROGRESSION_RISK"
24,"Up",0.813771912918345,0.935803849110967,"B.LvsP.REACTOME_FRS_MEDIATED_FGFR4_SIGNALING"
217,"Down",0.814599142287904,0.936560336392144,"B.LvsP.NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN"
9,"Up",0.814908102709316,0.936720769205781,"B.LvsP.CASTELLANO_HRAS_TARGETS_UP"
63,"Up",0.815297572901089,0.936915619541156,"B.LvsP.SIMBULAN_UV_RESPONSE_NORMAL_DN"
44,"Down",0.815416524006519,0.936915619541156,"B.LvsP.DANG_MYC_TARGETS_DN"
643,"Up",0.815879057427882,0.937252297635313,"B.LvsP.MULLIGHAN_MLL_SIGNATURE_2_UP"
317,"Down",0.816680060174777,0.937871303910146,"B.LvsP.TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP"
51,"Up",0.816757158315673,0.937871303910146,"B.LvsP.CHO_NR4A1_TARGETS"
85,"Down",0.817339615379032,0.938313614207002,"B.LvsP.CHIBA_RESPONSE_TO_TSA"
11,"Down",0.817629113891327,0.938313614207002,"B.LvsP.REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE"
41,"Down",0.817651472824984,0.938313614207002,"B.LvsP.WANG_METASTASIS_OF_BREAST_CANCER"
30,"Up",0.818187543723819,0.93873395502158,"B.LvsP.REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE"
47,"Down",0.818670770964581,0.939023605986208,"B.LvsP.PID_IL8_CXCR1_PATHWAY"
129,"Up",0.819053186736757,0.939023605986208,"B.LvsP.VERRECCHIA_EARLY_RESPONSE_TO_TGFB1"
228,"Down",0.819176438212594,0.939023605986208,"B.LvsP.REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS"
16,"Up",0.819178453283018,0.939023605986208,"B.LvsP.RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN"
85,"Down",0.819289179829529,0.939023605986208,"B.LvsP.SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION"
1306,"Up",0.819669778926766,0.939265120763957,"B.LvsP.MARSON_BOUND_BY_FOXP3_STIMULATED"
588,"Down",0.820065152393344,0.939377716617731,"B.LvsP.YOSHIMURA_MAPK8_TARGETS_DN"
217,"Up",0.820476920522614,0.939377716617731,"B.LvsP.REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
26,"Up",0.820554017851539,0.939377716617731,"B.LvsP.BIOCARTA_41BB_PATHWAY"
146,"Down",0.820751018133628,0.939377716617731,"B.LvsP.KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3"
31,"Down",0.821012795994113,0.939377716617731,"B.LvsP.REACTOME_EICOSANOIDS"
2689,"Down",0.821031008466563,0.939377716617731,"B.LvsP.ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY"
8,"Up",0.82114150946028,0.939377716617731,"B.LvsP.BIOCARTA_RNAPOL3_PATHWAY"
229,"Down",0.821187260173279,0.939377716617731,"B.LvsP.MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN"
181,"Down",0.821297139108358,0.939377716617731,"B.LvsP.MCLACHLAN_DENTAL_CARIES_DN"
74,"Up",0.82180273334832,0.939630177460822,"B.LvsP.LIEN_BREAST_CARCINOMA_METAPLASTIC"
77,"Down",0.821857756954338,0.939630177460822,"B.LvsP.MARTINEZ_RESPONSE_TO_TRABECTEDIN"
357,"Up",0.822308261365506,0.939861834674075,"B.LvsP.JISON_SICKLE_CELL_DISEASE_UP"
18,"Up",0.822400353798729,0.939861834674075,"B.LvsP.REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING"
50,"Down",0.823115669756435,0.940484922108562,"B.LvsP.REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER"
99,"Up",0.823686922938289,0.940943181183016,"B.LvsP.MIKKELSEN_ES_ICP_WITH_H3K27ME3"
37,"Down",0.824295795996588,0.941216090876881,"B.LvsP.HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_UP"
59,"Up",0.824453261175464,0.941216090876881,"B.LvsP.GENTILE_UV_RESPONSE_CLUSTER_D7"
26,"Down",0.824593189701568,0.941216090876881,"B.LvsP.OKAWA_NEUROBLASTOMA_1P36_31_DELETION"
43,"Down",0.82460675424265,0.941216090876881,"B.LvsP.REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION"
37,"Up",0.824920080737942,0.941316220746736,"B.LvsP.KEGG_ETHER_LIPID_METABOLISM"
79,"Up",0.825139592700205,0.941316220746736,"B.LvsP.REACTOME_DNA_METHYLATION"
33,"Up",0.82530056837879,0.941316220746736,"B.LvsP.BILANGES_SERUM_SENSITIVE_VIA_TSC1"
66,"Up",0.825510909415843,0.941316220746736,"B.LvsP.REACTOME_NEUREXINS_AND_NEUROLIGINS"
156,"Down",0.825545732393005,0.941316220746736,"B.LvsP.LEIN_CHOROID_PLEXUS_MARKERS"
53,"Up",0.825732614278471,0.941335180277457,"B.LvsP.REACTOME_SIGNALING_BY_NOTCH2"
11,"Up",0.826145776447427,0.941612038338039,"B.LvsP.WILLIAMS_ESR1_TARGETS_DN"
184,"Up",0.826708712042358,0.942059453603091,"B.LvsP.YAGI_AML_SURVIVAL"
70,"Up",0.827336914731324,0.942581042973313,"B.LvsP.ZHAN_MULTIPLE_MYELOMA_MS_UP"
16,"Up",0.828106731964966,0.943263724976164,"B.LvsP.TSUDA_ALVEOLAR_SOFT_PART_SARCOMA"
172,"Down",0.828308147287916,0.943298814903169,"B.LvsP.BAELDE_DIABETIC_NEPHROPATHY_UP"
36,"Down",0.828891672961269,0.943502942706552,"B.LvsP.REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING"
69,"Up",0.829045618110312,0.943502942706552,"B.LvsP.CERIBELLI_GENES_INACTIVE_AND_BOUND_BY_NFY"
118,"Down",0.829318121535793,0.943502942706552,"B.LvsP.KEGG_SMALL_CELL_LUNG_CANCER"
67,"Up",0.829398868218561,0.943502942706552,"B.LvsP.KYNG_DNA_DAMAGE_BY_4NQO"
77,"Up",0.829451965058624,0.943502942706552,"B.LvsP.REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES"
114,"Up",0.829706787414471,0.943502942706552,"B.LvsP.KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"
96,"Down",0.829718237816743,0.943502942706552,"B.LvsP.REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS"
69,"Down",0.829886354263992,0.943502942706552,"B.LvsP.KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"
140,"Up",0.830326532633779,0.943502942706552,"B.LvsP.HECKER_IFNB1_TARGETS"
8,"Down",0.830408147979892,0.943502942706552,"B.LvsP.HOLLEMAN_DAUNORUBICIN_ALL_DN"
66,"Down",0.830584668375438,0.943502942706552,"B.LvsP.CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS"
19,"Down",0.830678436725753,0.943502942706552,"B.LvsP.BIOCARTA_TNFR2_PATHWAY"
32,"Down",0.830778817615744,0.943502942706552,"B.LvsP.MATZUK_IMPLANTATION_AND_UTERINE"
359,"Up",0.830905307393405,0.943502942706552,"B.LvsP.MASSARWEH_TAMOXIFEN_RESISTANCE_DN"
101,"Down",0.831140610951302,0.943502942706552,"B.LvsP.PID_ENDOTHELIN_PATHWAY"
1419,"Up",0.831491046598272,0.943502942706552,"B.LvsP.BENPORATH_NANOG_TARGETS"
46,"Up",0.831557262849825,0.943502942706552,"B.LvsP.REACTOME_NUCLEOBASE_CATABOLISM"
39,"Up",0.83168459346902,0.943502942706552,"B.LvsP.DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN"
26,"Down",0.831729669515597,0.943502942706552,"B.LvsP.REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS"
7,"Down",0.832463404660641,0.943839233277579,"B.LvsP.PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP"
19,"Up",0.832538146268103,0.943839233277579,"B.LvsP.REACTOME_NEF_AND_SIGNAL_TRANSDUCTION"
243,"Down",0.83275062265492,0.943839233277579,"B.LvsP.PROVENZANI_METASTASIS_DN"
107,"Down",0.832928554618401,0.943839233277579,"B.LvsP.REACTOME_BASE_EXCISION_REPAIR"
156,"Down",0.832962209754182,0.943839233277579,"B.LvsP.KOHOUTEK_CCNT2_TARGETS"
30,"Down",0.833218460356926,0.943839233277579,"B.LvsP.PID_TOLL_ENDOGENOUS_PATHWAY"
81,"Down",0.833221070288997,0.943839233277579,"B.LvsP.REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY"
78,"Up",0.833403475468499,0.943852481742182,"B.LvsP.MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER"
337,"Down",0.83393183187112,0.944257443869634,"B.LvsP.KATSANOU_ELAVL1_TARGETS_UP"
134,"Down",0.834776226002372,0.944892373669164,"B.LvsP.SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP"
37,"Up",0.834834372467692,0.944892373669164,"B.LvsP.REACTOME_HEME_DEGRADATION"
138,"Up",0.835594780353946,0.945218178387823,"B.LvsP.LEIN_MEDULLA_MARKERS"
27,"Up",0.835595023529813,0.945218178387823,"B.LvsP.BIOCARTA_CERAMIDE_PATHWAY"
198,"Down",0.835690275876226,0.945218178387823,"B.LvsP.NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON"
21,"Down",0.835806054284331,0.945218178387823,"B.LvsP.HUMMEL_BURKITTS_LYMPHOMA_DN"
10,"Down",0.836276647825893,0.945556970517252,"B.LvsP.REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ"
102,"Down",0.836525990259506,0.945645512194808,"B.LvsP.KEGG_RETINOL_METABOLISM"
9,"Down",0.83741009728517,0.946442397361485,"B.LvsP.REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS"
7,"Up",0.837766599956467,0.946442397361485,"B.LvsP.REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION"
29,"Up",0.837778415785237,0.946442397361485,"B.LvsP.GREENBAUM_E2A_TARGETS_DN"
108,"Down",0.838026273620469,0.946442397361485,"B.LvsP.GAVIN_FOXP3_TARGETS_CLUSTER_P2"
31,"Down",0.838673318784444,0.946442397361485,"B.LvsP.GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PURPLE_DN"
226,"Up",0.838695225668265,0.946442397361485,"B.LvsP.WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK"
41,"Down",0.838698468056996,0.946442397361485,"B.LvsP.REACTOME_GLUTATHIONE_CONJUGATION"
38,"Up",0.838705126458899,0.946442397361485,"B.LvsP.KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD"
34,"Down",0.838771522349662,0.946442397361485,"B.LvsP.REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN"
9,"Down",0.839080066200643,0.946597365032311,"B.LvsP.REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT"
89,"Up",0.839597616836128,0.94698800968726,"B.LvsP.PID_P75_NTR_PATHWAY"
106,"Down",0.839871386623138,0.947103588953565,"B.LvsP.KEGG_GAP_JUNCTION"
474,"Up",0.840412413637517,0.947276906270244,"B.LvsP.REACTOME_NEURONAL_SYSTEM"
53,"Up",0.840428271278686,0.947276906270244,"B.LvsP.SESTO_RESPONSE_TO_UV_C6"
112,"Down",0.840764839332991,0.947276906270244,"B.LvsP.ZHU_CMV_8_HR_UP"
97,"Up",0.84088105330324,0.947276906270244,"B.LvsP.KEGG_ECM_RECEPTOR_INTERACTION"
32,"Up",0.840881724719543,0.947276906270244,"B.LvsP.REACTOME_EPHRIN_SIGNALING"
36,"Up",0.841286003508537,0.947539277530801,"B.LvsP.GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP"
21,"Up",0.842359752031101,0.948200526838457,"B.LvsP.SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP"
11,"Down",0.842388356482886,0.948200526838457,"B.LvsP.KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN"
19,"Up",0.842459053444908,0.948200526838457,"B.LvsP.REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES"
13,"Down",0.842559086337012,0.948200526838457,"B.LvsP.KHETCHOUMIAN_TRIM24_TARGETS_DN"
292,"Up",0.842883456779376,0.948372534093034,"B.LvsP.SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2"
9,"Up",0.843574692600352,0.948831497424325,"B.LvsP.SCHUHMACHER_MYC_TARGETS_DN"
20,"Up",0.843634588775182,0.948831497424325,"B.LvsP.CAFFAREL_RESPONSE_TO_THC_8HR_5_DN"
14,"Up",0.843865084830916,0.948897712839157,"B.LvsP.REACTOME_LYSINE_CATABOLISM"
267,"Up",0.844050063975881,0.948912729508468,"B.LvsP.REACTOME_PARASITE_INFECTION"
67,"Up",0.8442792885612,0.948954390910539,"B.LvsP.REACTOME_SIGNALING_BY_FGFR1"
13,"Up",0.844528327738472,0.948954390910539,"B.LvsP.CLIMENT_BREAST_CANCER_COPY_NUMBER_DN"
41,"Down",0.844602018026906,0.948954390910539,"B.LvsP.LU_TUMOR_ANGIOGENESIS_UP"
640,"Up",0.845346562905475,0.949597957396256,"B.LvsP.STEIN_ESRRA_TARGETS_UP"
20,"Up",0.845542640603596,0.949625281311656,"B.LvsP.REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4"
440,"Up",0.846106665578156,0.949910531981189,"B.LvsP.DAZARD_RESPONSE_TO_UV_NHEK_DN"
258,"Down",0.846140236933868,0.949910531981189,"B.LvsP.MADAN_DPPA4_TARGETS"
51,"Down",0.846652273567931,0.950292411806149,"B.LvsP.KANG_GLIS3_TARGETS"
93,"Down",0.848421377392436,0.951900485107152,"B.LvsP.VILLANUEVA_LIVER_CANCER_KRT19_DN"
183,"Up",0.848429298355588,0.951900485107152,"B.LvsP.DITTMER_PTHLH_TARGETS_UP"
99,"Down",0.849222646137431,0.952597283524823,"B.LvsP.REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"
413,"Down",0.849789010773988,0.952784805410701,"B.LvsP.KEGG_PATHWAYS_IN_CANCER"
720,"Up",0.849924289865866,0.952784805410701,"B.LvsP.SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN"
12,"Up",0.849988467909386,0.952784805410701,"B.LvsP.IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_DN"
58,"Down",0.850079118301861,0.952784805410701,"B.LvsP.PID_HDAC_CLASSII_PATHWAY"
41,"Up",0.850350269846251,0.952895549651382,"B.LvsP.JEON_SMAD6_TARGETS_UP"
135,"Up",0.851012263099425,0.953352670579322,"B.LvsP.ANDERSEN_CHOLANGIOCARCINOMA_CLASS1"
63,"Down",0.851406872157891,0.953352670579322,"B.LvsP.JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN"
10,"Down",0.851476670180054,0.953352670579322,"B.LvsP.BIOCARTA_PEPI_PATHWAY"
19,"Down",0.851488508352887,0.953352670579322,"B.LvsP.KIM_MYCL1_AMPLIFICATION_TARGETS_UP"
49,"Up",0.851645033255516,0.953352670579322,"B.LvsP.NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON"
17,"Down",0.85179276409149,0.953352670579322,"B.LvsP.REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX"
59,"Down",0.852904389061352,0.953699566927361,"B.LvsP.WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2"
83,"Down",0.85306770601548,0.953699566927361,"B.LvsP.COWLING_MYCN_TARGETS"
40,"Down",0.853130139171699,0.953699566927361,"B.LvsP.TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN"
29,"Down",0.853130834068435,0.953699566927361,"B.LvsP.ITO_PTTG1_TARGETS_UP"
487,"Down",0.853131991655103,0.953699566927361,"B.LvsP.BENPORATH_OCT4_TARGETS"
12,"Up",0.853413256228923,0.953699566927361,"B.LvsP.REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA"
1093,"Up",0.853419290661309,0.953699566927361,"B.LvsP.BENPORATH_SOX2_TARGETS"
182,"Up",0.853628488276536,0.953699566927361,"B.LvsP.LEE_CALORIE_RESTRICTION_NEOCORTEX_UP"
12,"Up",0.853655119682313,0.953699566927361,"B.LvsP.REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS"
70,"Down",0.854222235765689,0.954140351827979,"B.LvsP.WANG_TARGETS_OF_MLL_CBP_FUSION_UP"
84,"Down",0.854507139721662,0.954173530199221,"B.LvsP.SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER"
13,"Up",0.854597091978033,0.954173530199221,"B.LvsP.WANG_RESPONSE_TO_FORSKOLIN_DN"
62,"Up",0.854898703341988,0.954317571326035,"B.LvsP.REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX"
17,"Up",0.855838704538432,0.955039423840797,"B.LvsP.REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE"
32,"Down",0.855890820244375,0.955039423840797,"B.LvsP.WEBER_METHYLATED_HCP_IN_SPERM_UP"
89,"Down",0.856641735604581,0.955607719123477,"B.LvsP.ZHAN_V2_LATE_DIFFERENTIATION_GENES"
45,"Down",0.856875286187681,0.955607719123477,"B.LvsP.LOPES_METHYLATED_IN_COLON_CANCER_DN"
78,"Down",0.856918623876686,0.955607719123477,"B.LvsP.WANG_METHYLATED_IN_BREAST_CANCER"
29,"Up",0.857401621520574,0.955953532040181,"B.LvsP.GESERICK_TERT_TARGETS_DN"
45,"Up",0.857708788471331,0.956103203922981,"B.LvsP.PID_EPHA_FWDPATHWAY"
12,"Up",0.858224173122567,0.956436741259567,"B.LvsP.VISALA_AGING_LYMPHOCYTE_UP"
21,"Up",0.858520543386727,0.956436741259567,"B.LvsP.WHITESIDE_CISPLATIN_RESISTANCE_UP"
176,"Down",0.858613923814829,0.956436741259567,"B.LvsP.NABA_ECM_AFFILIATED"
15,"Down",0.858823175234267,0.956436741259567,"B.LvsP.BERGER_MBD2_TARGETS"
14,"Down",0.858945120500099,0.956436741259567,"B.LvsP.REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY"
42,"Down",0.859045913744802,0.956436741259567,"B.LvsP.NOJIMA_SFRP2_TARGETS_DN"
9,"Down",0.859367995829309,0.956472833636027,"B.LvsP.REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS"
14,"Up",0.859424314976267,0.956472833636027,"B.LvsP.BIOCARTA_PKC_PATHWAY"
91,"Down",0.859868276117801,0.956774340643051,"B.LvsP.ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP"
17,"Down",0.860198883549514,0.956949623168061,"B.LvsP.REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES"
281,"Down",0.86040900113814,0.956952622036923,"B.LvsP.REACTOME_INTERFERON_SIGNALING"
78,"Down",0.860636497934138,0.956952622036923,"B.LvsP.RICKMAN_HEAD_AND_NECK_CANCER_D"
72,"Up",0.860780011741543,0.956952622036923,"B.LvsP.HAHTOLA_SEZARY_SYNDROM_DN"
661,"Down",0.861182548993057,0.956952622036923,"B.LvsP.DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP"
10,"Down",0.861205091034489,0.956952622036923,"B.LvsP.BIOCARTA_BBCELL_PATHWAY"
55,"Down",0.861340887803032,0.956952622036923,"B.LvsP.GENTILE_UV_LOW_DOSE_UP"
43,"Down",0.861645766870106,0.956952622036923,"B.LvsP.KEGG_BUTANOATE_METABOLISM"
6,"Down",0.861686278678531,0.956952622036923,"B.LvsP.REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS"
456,"Down",0.861759288320101,0.956952622036923,"B.LvsP.REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
111,"Down",0.862547534548004,0.957547081277244,"B.LvsP.BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN"
10,"Down",0.862640986044846,0.957547081277244,"B.LvsP.REACTOME_DISEASES_OF_DNA_REPAIR"
50,"Down",0.86286761514364,0.957606391836448,"B.LvsP.LASTOWSKA_COAMPLIFIED_WITH_MYCN"
300,"Up",0.863217462530236,0.957802398219882,"B.LvsP.REACTOME_DISEASES_OF_METABOLISM"
5,"Up",0.863501127004268,0.957898072867988,"B.LvsP.REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS"
176,"Down",0.863650188686366,0.957898072867988,"B.LvsP.STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP"
209,"Down",0.863834617439249,0.957910469278301,"B.LvsP.NABA_ECM_GLYCOPROTEINS"
24,"Up",0.864244325074411,0.957966596526146,"B.LvsP.KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"
30,"Up",0.864386515035535,0.957966596526146,"B.LvsP.REACTOME_SYNTHESIS_OF_PC"
33,"Down",0.864499133797373,0.957966596526146,"B.LvsP.MCCABE_HOXC6_TARGETS_CANCER_DN"
104,"Up",0.864875832139223,0.957966596526146,"B.LvsP.REACTOME_HDACS_DEACETYLATE_HISTONES"
927,"Down",0.865091649076035,0.957966596526146,"B.LvsP.REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"
19,"Up",0.865159216629909,0.957966596526146,"B.LvsP.REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA"
33,"Down",0.865268095597568,0.957966596526146,"B.LvsP.KEGG_GALACTOSE_METABOLISM"
31,"Down",0.865556590909735,0.957966596526146,"B.LvsP.INAMURA_LUNG_CANCER_SCC_UP"
52,"Down",0.865704748233182,0.957966596526146,"B.LvsP.PID_GMCSF_PATHWAY"
10,"Down",0.865810252233002,0.957966596526146,"B.LvsP.REACTOME_CA2_ACTIVATED_K_CHANNELS"
89,"Down",0.865901521748322,0.957966596526146,"B.LvsP.REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER"
89,"Down",0.866031121213455,0.957966596526146,"B.LvsP.CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP"
33,"Down",0.866157313126669,0.957966596526146,"B.LvsP.MATZUK_LUTEAL_GENES"
216,"Down",0.866310902989822,0.957966596526146,"B.LvsP.WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_36HR"
61,"Up",0.866810372372831,0.958318711899833,"B.LvsP.WINNEPENNINCKX_MELANOMA_METASTASIS_DN"
85,"Down",0.866975980633562,0.958318711899833,"B.LvsP.GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN"
7,"Down",0.867164520526981,0.958335525483445,"B.LvsP.REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS"
11,"Down",0.867491825983528,0.958505656647268,"B.LvsP.REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS"
13,"Up",0.868096564842363,0.958982199203481,"B.LvsP.PID_ALK2_PATHWAY"
18,"Down",0.868704256276497,0.959358194437267,"B.LvsP.REACTOME_GLYCOGEN_SYNTHESIS"
62,"Up",0.86886970289783,0.959358194437267,"B.LvsP.REACTOME_XENOBIOTICS"
701,"Up",0.869084657279903,0.959358194437267,"B.LvsP.ENK_UV_RESPONSE_KERATINOCYTE_DN"
